5761430927227,0,0
5762430508893,0,0
5763432560768,0,0
5764433331184,0,0
5765435176808,0,0
5766435803110,0,0
5767436585245,0,0
5768437036391,0,0
5769438149203,0,0
5770440632848,0,0
5771440995608,0,0
5772441995712,0,0
5773444238160,0,0
5774445105451,0,0
5775445770034,0,0
5776451575086,572416,0
5777449789981,1247232,0
5778450182793,1311744,0
5779452138626,2340864,0
5780454653522,2397184,0
5781456192532,3004416,0
5782459506646,3211264,0
5783460268781,4756480,0
5784469165968,6295552,0
5785468379770,5125120,0
5786469267373,5314560,0
5787470446383,6656000,0
5788473853935,5754880,0
5789474392685,5800960,0
5790479043986,5047296,0
5791480814246,3145728,0
5792483369923,4731904,0
5793484670392,3600384,0
5794488574714,4406272,0
5795489291276,5080064,0
5796493595338,5275648,0
5797494082005,5365760,0
5798498195806,6816768,0
5799500206795,6660096,0
5800502909451,6958080,0
5801503256638,6871040,0
5802504090388,1849344,7580232
5803510285231,1779712,8317760
5804512908929,1745920,8006592
5805513591429,1776640,6766408
5806519893407,1355776,4185808
5807518949709,2121728,4351864
5808522270177,2350080,7207728
5809523077312,2373632,5686296
5810527101270,2283520,6377448
5811529084708,2495488,6766408
5812532081895,2061312,6639248
5813533842051,2616320,6857664
5814536782259,2007040,6066280
5815536543456,1430528,6408864
5816541351529,1540096,7704400
5817544243143,1136640,7471024
5818544929965,1339392,7129936
5819548436371,1702912,7568264
5820549782829,1097728,5176160
5821553384547,618496,4511936
5822554024339,957440,4058648
5823558136370,1453056,5170176
5824559387151,1288192,5102856
5825563529077,3169280,0
5826564682410,3353600,0
5827567733920,2695168,0
5828567732618,2118656,0
5829572678711,1657856,0
5830572748138,3193856,0
5831577253033,3402752,0
5832578702460,3712000,0
5833582256314,2393088,0
5834582325428,3721216,0
5835587157980,3997696,0
5836589252458,3068928,0
5837591619593,2977792,0
5838592184645,5003264,0
5839596689801,5038080,0
5840597170582,6387712,0
5841601732717,6619136,0
5842604231831,6706176,0
5843606142924,1030144,0
5844608606622,0,0
5845608487507,0,0
5846617115788,0,0
5847616737871,0,0
5848617923600,0,0
